Time,Lx,Ly,Lz
0,0.000000,0.000000,0.000000
0.001,0.000000,0.000000,0.000000
0.002,0.000000,0.000000,0.000000
0.003,0.000000,0.000000,0.000000
0.004,0.000000,0.000000,0.000000
0.005,0.000000,0.000000,0.000000
0.006,0.000000,0.000000,0.000000
0.007,0.000000,0.000000,0.000000
0.008,0.000000,0.000000,0.000000
0.009,0.000000,0.000000,0.000000
0.01,0.000000,0.000000,0.000000
0.011,0.000000,0.000000,0.000000
0.012,0.000000,0.000000,0.000000
0.013,0.000000,0.000000,0.000000
0.014,0.000000,0.000000,0.000000
0.015,0.000000,0.000000,0.000000
0.016,0.000000,0.000000,0.000000
0.017,0.000000,0.000000,0.000000
0.018,0.000000,0.000000,0.000000
0.019,0.000000,0.000000,0.000000
0.02,0.000000,0.000000,0.000000
0.021,0.000000,0.000000,0.000000
0.022,0.000000,0.000000,0.000000
0.023,0.000000,0.000000,0.000000
0.024,0.000000,0.000000,0.000000
0.025,0.000000,0.000000,0.000000
0.026,0.000000,0.000000,0.000000
0.027,0.000000,0.000000,0.000000
0.028,0.000000,0.000000,0.000000
0.029,0.000000,0.000000,0.000000
0.03,0.000000,0.000000,0.000000
0.031,0.000000,0.000000,0.000000
0.032,0.000000,0.000000,0.000000
0.033,0.000000,0.000000,0.000000
0.034,0.000000,0.000000,0.000000
0.035,0.000000,0.000000,0.000000
0.036,0.000000,0.000000,0.000000
0.037,0.000000,0.000000,0.000000
0.038,0.000000,0.000000,0.000000
0.039,0.000000,0.000000,0.000000
0.04,0.000000,0.000000,0.000000
0.041,0.000000,0.000000,0.000000
0.042,0.000000,0.000000,0.000000
0.043,0.000000,0.000000,0.000000
0.044,0.000000,0.000000,0.000000
0.045,0.000000,0.000000,0.000000
0.046,0.000000,0.000000,0.000000
0.047,0.000000,0.000000,0.000000
0.048,0.000000,0.000000,0.000000
0.049,0.000000,0.000000,0.000000
0.05,0.000000,0.000000,0.000000
0.051,0.000000,0.000000,0.000000
0.052,0.000000,0.000000,0.000000
0.053,0.000000,0.000000,0.000000
0.054,0.000000,0.000000,0.000000
0.055,0.000000,0.000000,0.000000
0.056,0.000000,0.000000,0.000000
0.057,0.000000,0.000000,0.000000
0.058,0.000000,0.000000,0.000000
0.059,0.000000,0.000000,0.000000
0.06,0.000000,0.000000,0.000000
0.061,0.000000,0.000000,0.000000
0.062,0.000000,0.000000,0.000000
0.063,0.000000,0.000000,0.000000
0.064,0.000000,0.000000,0.000000
0.065,0.000000,0.000000,0.000000
0.066,0.000000,0.000000,0.000000
0.067,0.000000,0.000000,0.000000
0.068,0.000000,0.000000,0.000000
0.069,0.000000,0.000000,0.000000
0.07,0.000000,0.000000,0.000000
0.071,0.000000,0.000000,0.000000
0.072,0.000000,0.000000,0.000000
0.073,0.000000,0.000000,0.000000
0.074,0.000000,0.000000,0.000000
0.075,0.000000,0.000000,0.000000
0.076,0.000000,0.000000,0.000000
0.077,0.000000,0.000000,0.000000
0.078,0.000000,0.000000,0.000000
0.079,0.000000,0.000000,0.000000
